"year";"FIPS";"State";"County";"Premature death:YPLL Rate";"Premature death:95% CI - Low";"Premature death:95% CI - High";"Poor or fair health:% Fair/Poor";"Poor or fair health:95% CI - Low";"Poor or fair health:95% CI - High";"Poor physical health days:Physically Unhealthy Days";"Poor physical health days:95% CI - Low";"Poor physical health days:95% CI - High";"Poor mental health days:Mentally Unhealthy Days";"Poor mental health days:95% CI - Low";"Poor mental health days:95% CI - High";"Adult smoking:% Smokers";"Adult smoking:95% CI - Low";"Adult smoking:95% CI - High";"Adult obesity:% Obese";"Adult obesity:95% CI - Low";"Adult obesity:95% CI - High";"Sexually transmitted infections:# Chlamydia Cases";"Sexually transmitted infections:Chlamydia Incidence";"Diabetes prevalence:% Diabetic";"Diabetes prevalence:95% CI - Low";"Diabetes prevalence:95% CI - High";"Life expectancy:Life Expectancy";"Life expectancy:95% CI - Low";"Life expectancy:95% CI - High";"COVID-19 mortality:# deaths during 2020";"COVID-19 mortality:Death rate"
2022;"01000";"Alabama";NA;10350,071456;10246,133257;10454,009654;21,410189284;20,129193304;22,749486711;4,8146328442;4,5086909392;5,1205747492;5,6183155052;5,2720701998;5,9645608106;21,092716;19,693913273;22,562957299;36,3;34,7;38;31228;636,9;12,2;11,4;13;74,83594896;74,753990696;74,917907224;6544;103,65098475
2022;"01001";"Alabama";"Autauga";8027,3947267;7197,6258114;8857,1636419;20,1;17,8;22,5;4,5100424038;4,231629528;4,7861714655;5,4190677155;5,0962147855;5,7386687473;19,7;16,8;22,2;35,3;33,9;36,7;323;578,1;11,2;10,4;11,9;76,585649727;75,847961029;77,323338424;55;82,012892726
2022;"01003";"Alabama";"Baldwin";8118,3582061;7666,8741011;8569,8423111;17,2;14,9;19,7;4,168866136;3,8661693076;4,4811011439;5,173915124;4,8065768268;5,5221696614;19,9;16,7;22,9;29,6;28,4;31;750;336;9,4;8,8;10,2;77,724729177;77,338976906;78,110481448;165;50,0227993
2022;"01005";"Alabama";"Barbour";12876,760319;11149,914146;14603,606492;31,1;28,1;34;5,8844146337;5,5917591621;6,1894950325;6,1098993294;5,8533724728;6,3743459053;27,8;25;30,5;40,4;39,1;41,7;221;895,2;16,5;15,7;17,3;72,867210115;71,635871628;74,098548602;38;110,28157296
2022;"01007";"Alabama";"Bibb";11191,474323;9625,5252369;12757,423408;25;22,4;27,4;5,161337369;4,8810920559;5,448289912;5,8460957209;5,5503413567;6,1366237233;25,2;22,5;27,6;41,2;39,9;42,4;121;540,3;12,7;12,1;13,4;73,609363092;72,399394882;74,819331301;40;147,48670296
2022;"01009";"Alabama";"Blount";10787,014541;9825,2017406;11748,827342;23,2;20,4;25,9;4,9483926568;4,6372917574;5,2634051335;5,7382383487;5,4161979738;6,0302507521;22,2;19,3;24,9;38,7;37,2;40;234;404,7;11,4;10,6;12,1;74,1714626;73,434444235;74,908480965;92;117,45856225
2022;"01011";"Alabama";"Bullock";11406,351094;9004,9392832;13807,762905;31,1;28,2;34;5,5124304874;5,229454799;5,8012386724;5,6940702734;5,4150136459;5,9591072689;25,2;22,7;27,8;43,8;42,3;45,3;75;742,5;17,8;16,8;18,7;73,81468226;71,988632215;75,640732304;20;159,52578866
2022;"01013";"Alabama";"Butler";12717,030159;10844,970612;14589,089705;27,1;24,5;29,7;5,3398672065;5,06081614;5,6313394989;5,9515484185;5,6823879677;6,2300750251;24,6;22,1;27;39,7;38,4;41;207;1064,4;15,1;14,3;15,8;73,473279047;72,084858089;74,861700006;52;170,78498706
2022;"01015";"Alabama";"Calhoun";11826,11499;11114,089116;12538,140864;23,7;21,5;26,1;4,9393331139;4,6478176894;5,2443291765;5,7384222945;5,4248792837;6,0500024842;22,6;20;25,1;35,9;34,7;37,1;829;729,7;12,7;12;13,4;72,825007074;72,309677473;73,340336675;175;118,89342555
2022;"01017";"Alabama";"Chambers";11059,443876;9699,6470277;12419,240724;25,3;23,1;27,9;5,109041175;4,8604503525;5,3764494818;5,8121735023;5,5610410711;6,0709339253;23,6;21,3;25,9;39,5;38,2;40,7;240;721,7;13,9;13,3;14,6;73,761104989;72,765651916;74,756558062;73;147,43461869
2022;"01019";"Alabama";"Cherokee";11395,898384;9791,2704644;13000,526303;23,7;20,7;26,7;5,1899400425;4,851662902;5,5322754043;6,0469633949;5,6793081879;6,3763455485;24,7;21,3;27,7;34,3;32,6;35,8;72;274,9;11,4;10,6;12,2;74,014400904;72,833743191;75,195058617;34;76,724384159
2022;"01021";"Alabama";"Chilton";10342,204935;9295,8303087;11388,579562;25,1;22,7;27,8;5,2288134703;4,9382445908;5,52113242;5,9042442782;5,5796674757;6,2039294082;23,9;21,1;26,5;39,2;37,8;40,5;150;337,6;12,3;11,5;13;74,391084705;73,579126918;75,203042493;76;138,32371709
2022;"01023";"Alabama";"Choctaw";12128,658021;9675,7884804;14581,527562;27,3;24,8;29,9;5,4146226199;5,1395748752;5,6920022003;6,0656406128;5,7799966514;6,3531137528;24,6;22,1;26,9;39,7;38,4;41,1;63;500,4;14,7;14;15,4;74,214010199;72,372836887;76,055183511;31;134,28431172
2022;"01025";"Alabama";"Clarke";14428,01727;12532,903567;16323,130973;27,6;25,3;30,2;5,4055715939;5,1136125637;5,6886662874;6,0223061396;5,7469041432;6,2823714755;25;22,5;27,3;44,4;43,1;45,6;184;778,9;14,8;14,1;15,5;71,737339284;70,445295909;73,02938266;43;126,52135914
2022;"01027";"Alabama";"Clay";12553,865469;10282,150234;14825,580705;26,6;23,9;29,4;5,5019713543;5,1872350775;5,8082377692;6,2016949723;5,8812927189;6,5099829189;25,6;22,8;28,1;37,1;35,7;38,4;74;559,1;12,9;12,2;13,6;72,89639799;71,323439606;74,469356375;40;203,33296435
2022;"01029";"Alabama";"Cleburne";10529,879048;8608,6812074;12451,076888;22,9;20;26,3;5,0656367781;4,6921263859;5,4258565678;5,9456419818;5,5563915373;6,3001701473;23,8;20,3;27;35,6;33,7;37,3;35;234,7;11,1;10,3;11,9;74,346662647;72,88124135;75,812083945;25;106,85532524
2022;"01031";"Alabama";"Coffee";9298,3568368;8380,9634711;10215,750202;21,7;19,4;24;4,5987282949;4,3448311162;4,869044332;5,4135725957;5,1161982531;5,6949879884;20,7;17,9;23,5;34,6;33,3;35,8;334;638,1;11,5;10,8;12,2;75,268544718;74,516392513;76,020696924;70;102,7636843
2022;"01033";"Alabama";"Colbert";11071,977061;10037,458523;12106,495598;21,9;19,5;24,4;4,7837970188;4,4892523436;5,0724344854;5,6732079803;5,3663452923;5,9891091178;21,5;18,6;24,2;35,9;34,5;37,2;322;582,9;11,5;10,9;12,2;73,875034169;73,092336172;74,657732167;83;101,66224426
2022;"01035";"Alabama";"Conecuh";15564,972278;12730,651247;18399,293309;27,8;25,4;30,3;5,3864478377;5,1101660028;5,6521628963;5,9582037257;5,7019694519;6,2137782154;25,1;22,7;27,6;41;39,8;42,3;72;596,7;14,9;14,2;15,6;71,194267398;69,270865747;73,11766905;27;130,0716239
2022;"01037";"Alabama";"Coosa";13476,848366;10457,146907;16496,549824;24,9;22,6;27,7;5,0771773281;4,7828122577;5,3764526157;5,8083277527;5,5186211615;6,0732472491;23,7;21,2;26,3;39,2;37,8;40,4;90;844;13,1;12,4;13,8;73,925127489;71,725554962;76,124700017;19;122,7660421
2022;"01039";"Alabama";"Covington";12059,171195;10767,857156;13350,485234;23,6;20,9;26,4;5,1053847658;4,7997089078;5,410512408;5,9480511952;5,6354679209;6,2573397257;24,7;21,5;27,6;36,6;35,1;38;160;431,9;12,1;11,3;12,8;72,917641871;71,995728824;73,839554918;90;150,55512091
2022;"01041";"Alabama";"Crenshaw";12024,580111;9918,6614111;14130,498811;24,6;22;27,5;5,1185744538;4,7902681946;5,4427587008;5,8876985884;5,5699002437;6,1959593965;24;21;26,9;35,6;34,3;37;110;798,7;12,9;12,1;13,6;72,58910799;71,082601191;74,095614788;29;146,94752972
2022;"01043";"Alabama";"Cullman";10570,644074;9785,1203028;11356,167845;22,1;19,1;25,3;4,9385100276;4,6095341773;5,2709374276;5,8274383268;5,5113662167;6,1513808914;23,4;19,9;26,6;33,2;31,6;34,6;192;229,2;10,8;10;11,6;73,914253636;73,336256494;74,492250777;121;103,9767067
2022;"01045";"Alabama";"Dale";10384,793069;9352,868325;11416,717813;23;20,7;25,3;4,9093502503;4,6506587592;5,1705789665;5,6360397361;5,3448149004;5,9120077659;22;19,4;24,4;38,1;36,9;39,3;279;567,4;12,8;12,1;13,5;74,908845911;74,086113338;75,731578485;86;135,59452002
2022;"01047";"Alabama";"Dallas";15053,294581;13598,924703;16507,664459;28,9;25,8;32,2;5,5843826285;5,2814838019;5,9126160328;6,0177996625;5,710517356;6,3186177098;24,3;21,3;27,2;47,4;45,8;48,7;348;935,6;17,3;16,3;18,2;71,087503782;70,122535157;72,052472406;100;202,33210486
2022;"01049";"Alabama";"DeKalb";10883,125675;9993,6397266;11772,611623;27,3;24,5;30,3;5,574788499;5,2442623642;5,9143426072;6,0495058411;5,762884251;6,3215940222;25;22,2;27,7;35,3;34;36,6;214;299,2;13;12,2;13,7;73,842478266;73,170424623;74,514531909;123;137,32516353
2022;"01051";"Alabama";"Elmore";9205,0311336;8442,9801263;9967,082141;21;18,6;23,7;4,42551995;4,1405307924;4,7405983392;5,3792469921;5,0536730972;5,7077952326;20,4;17,4;23,2;35,8;34,4;37,1;456;561,5;11,8;11,1;12,5;75,289530854;74,671476833;75,907584875;93;94,857701783
2022;"01053";"Alabama";"Escambia";13083,863455;11736,366149;14431,360761;27,7;25,2;30,1;5,4891543316;5,2163502739;5,7642367927;6,0319064045;5,7511098616;6,2919882674;24,6;22,2;26,9;38,7;37,5;39,9;253;690,6;14,5;13,8;15,1;72,208512051;71,249210662;73,16781344;58;117,37943689
2022;"01055";"Alabama";"Etowah";12211,098011;11437,39343;12984,802593;23;20,4;25,4;4,9352742411;4,6389861167;5,229658186;5,7626117031;5,4344454361;6,0635426629;23,5;20,3;26;34,5;33,2;35,8;623;609,2;11,9;11,1;12,6;72,537031187;71,988064965;73,085997408;222;158,68792856
2022;"01057";"Alabama";"Fayette";12488,511478;10421,189182;14555,833774;24,9;22,2;27,7;5,282419184;4,9589154686;5,5892412898;6,0598142005;5,6883771061;6,4090850802;24,5;21,5;27,3;37,1;35,6;38,6;70;429,4;12,3;11,5;13;73,059710184;71,575237099;74,544183269;41;166,11349382
2022;"01059";"Alabama";"Franklin";10961,322979;9651,3942904;12271,251668;25,8;22,9;28,6;5,1560423351;4,8601858452;5,4586132519;5,6826996463;5,3806906317;5,9565870693;22,8;19,9;25,4;37,9;36,6;39,3;120;382,6;12,7;11,9;13,4;73,676389027;72,686417397;74,666360657;49;119,94075431
2022;"01061";"Alabama";"Geneva";12682,499926;11037,666113;14327,333739;24,9;22,1;27,9;5,342847909;5,0175816366;5,6874961156;6,0781248766;5,7637003432;6,4071721054;25,2;22,1;28,2;35,9;34,4;37,3;108;411,1;12,1;11,4;12,9;72,630878775;71,478041906;73,783715644;54;132,5552995
2022;"01063";"Alabama";"Greene";14803,444714;11489,020595;18117,868833;35,6;32,4;38,8;6,3222624884;5,9616790702;6,6780945634;6,3708039114;6,0401189118;6,6768065026;28,2;25,2;31,2;47;45,5;48,6;94;1158,9;20,5;19,4;21,5;72,860772885;70,4577852;75,26376057;21;151,1301008
2022;"01065";"Alabama";"Hale";13406,622615;11205,745707;15607,499522;28,8;26,2;31,5;5,485136731;5,2214704313;5,76306776;6,0009031605;5,741918032;6,2685162386;25,8;23,2;28,1;43,8;42,4;45;172;1174;16,1;15,3;16,9;72,54515094;71,000047691;74,090254189;37;193,56020232
2022;"01067";"Alabama";"Henry";10034,027792;8185,0671652;11882,988419;23,4;20,8;26,1;4,9315569797;4,6229947902;5,2154773664;5,7437782945;5,4420186936;6,0637629251;22,5;19,7;25,1;38,5;37;39,8;101;587;12,6;11,8;13,3;75,537585201;74,0942707;76,980899702;24;90,374438038
2022;"01069";"Alabama";"Houston";9505,3680352;8814,8585477;10195,877523;23,3;20,9;25,8;4,8614380391;4,5580112593;5,1672106386;5,6578275886;5,3469107911;5,9372060566;21,7;18,9;24,2;40,2;38,9;41,4;734;693,2;12,6;11,9;13,3;75,648321725;75,091973296;76,204670154;171;120,65007036
2022;"01071";"Alabama";"Jackson";11395,223745;10371,38252;12419,064969;24,4;21,6;27,4;5,3022447825;4,981939012;5,6212221074;6,092416379;5,7504330511;6,4317247323;24,1;21,2;27,2;38,6;36,9;40,1;133;257,6;12,2;11,4;12,9;73,268808729;72,518859211;74,018758246;69;89,962300979
2022;"01073";"Alabama";"Jefferson";11420,422505;11120,212645;11720,632366;19,1;17,1;21,3;4,3872946107;4,1218354601;4,6722282188;5,1899848682;4,913890234;5,4837269763;17,6;15,3;20;34,2;33,2;35,2;5918;898,6;12,6;11,9;13,3;74,060552348;73,83001567;74,291089025;748;93,110879697
2022;"01075";"Alabama";"Lamar";9967,83546;8046,7897683;11888,881152;24,9;22,1;27,9;5,3530168306;5,0233161523;5,656056784;6,1255096068;5,836368287;6,4357974876;25;22;27,9;36,4;34,8;37,9;51;369,4;12,6;11,8;13,4;75,261510187;73,758312617;76,764707757;45;193,90348685
2022;"01077";"Alabama";"Lauderdale";9011,6064395;8308,511944;9714,7009349;20,6;18;23,5;4,657040369;4,3338682615;4,9708291764;5,601759661;5,250799547;5,9318967171;20,5;17,5;23,6;32,7;31,2;34,1;455;490,7;10,9;10,1;11,6;75,94632606;75,38271502;76,509937101;130;92,48622449
2022;"01079";"Alabama";"Lawrence";12573,670649;11173,963357;13973,377942;24,9;22,3;27,7;5,3311334261;5,0220458793;5,6489530967;6,1288111709;5,8122809854;6,4106852933;25,6;22,5;28,5;35,5;34,1;36,9;99;300,7;12,4;11,7;13,1;72,860354717;71,861178617;73,859530816;59;128,84019779
2022;"01081";"Alabama";"Lee";7312,4567666;6840,2336241;7784,6799091;20,1;17,9;22,4;4,4804859317;4,2225000534;4,7434995261;5,3005633703;5,0225884045;5,5953587093;18,4;15,7;21,1;33,6;32,2;34,9;738;448,5;11,9;11,1;12,6;77,719816714;77,25786228;78,181771147;130;85,882828401
2022;"01083";"Alabama";"Limestone";7851,805063;7230,3645895;8473,2455364;20,8;18,3;23,6;4,5093988258;4,2154537459;4,8034325845;5,3669181299;5,0518589464;5,6816872987;20,7;17,7;23,6;33,7;32,4;35,1;338;341,7;11,2;10,4;11,9;77,09611375;76,535199686;77,657027814;91;78,326322175
2022;"01085";"Alabama";"Lowndes";16605,901539;13436,728507;19775,074571;31,5;28,1;34,9;5,7483261564;5,4110536551;6,0969296486;6,0639851153;5,7290684467;6,3663737061;25,6;22,1;28,6;45,8;44,3;47,4;90;925,4;17,9;16,9;19;70,301468043;68,235493812;72,367442274;39;291,65167801
2022;"01087";"Alabama";"Macon";14740,200989;12596,830953;16883,571024;28,1;25,1;31,5;5,2728779016;4,9490277595;5,6091314387;5,7403243575;5,418026344;6,0762463556;23;20;26,1;40,4;38,7;42,1;222;1228,7;17,5;16,5;18,6;71,278186331;69,849443019;72,706929643;38;145,0352099
2022;"01089";"Alabama";"Madison";8359,534618;8017,6015578;8701,4676781;17,9;15,9;20;3,9963883415;3,7266312543;4,2735888937;4,9139323492;4,6260543879;5,1974618125;16,1;13,6;18,3;32,5;31,2;33,7;2845;762,9;10,6;10;11,3;77,353246658;77,050435305;77,656058012;217;48,30463296
2022;"01091";"Alabama";"Marengo";15174,438143;13026,401351;17322,474934;26,6;24,3;29,2;5,2627002174;4,9733315425;5,544823729;5,8443861716;5,5834043977;6,0973075716;23,9;21,3;26,3;43,6;42,3;44,9;148;784,6;15;14,3;15,8;71,033099769;69,61544415;72,450755388;35;130,30195411
2022;"01093";"Alabama";"Marion";11966,682857;10487,828149;13445,537565;23,8;20,9;27,1;5,2603318166;4,9133092468;5,6313945904;6,0773148441;5,7085249206;6,4435695969;24,3;20,9;27,6;35,9;34,3;37,6;88;296,2;11,5;10,7;12,4;73,078828998;71,982991482;74,174666514;61;124,7699149
2022;"01095";"Alabama";"Marshall";10517,459062;9800,2647631;11234,65336;24,9;21,9;28;5,064533477;4,7240740274;5,3974191703;5,7021808189;5,3786368891;6,0068341109;22,3;19,3;25,2;38;36,6;39,4;326;336,9;12,4;11,5;13,2;73,893120847;73,343231005;74,443010689;147;119,76795604
2022;"01097";"Alabama";"Mobile";10973,930953;10608,462068;11339,399837;22,5;20,3;25;4,8247299719;4,5158902107;5,0868178893;5,5786854384;5,2930255676;5,8553128546;21,4;19;23,8;36,4;35,3;37,5;3351;811;13,1;12,4;13,8;74,441641678;74,154532963;74,728750393;473;93,136768445
2022;"01099";"Alabama";"Monroe";13663,940659;11655,180488;15672,70083;27,5;25,1;29,9;5,513098793;5,2294399663;5,8078392517;6,07442114;5,8058422947;6,339739056;25,3;22,7;27,8;41,1;39,8;42,5;117;564,3;15,1;14,4;15,8;73,288869531;71,850775411;74,72696365;30;96,59810612
2022;"01101";"Alabama";"Montgomery";10524,456553;10034,615353;11014,297753;22,9;20,3;25,6;4,6250086708;4,3354166447;4,9264285818;5,2889184471;4,9748226697;5,5884120884;20,1;17,3;22,8;37,6;36,3;38,9;2569;1134,3;14;13,2;14,9;75,248792407;74,847245428;75,650339386;337;128,61253226
2022;"01103";"Alabama";"Morgan";10859,756639;10176,39362;11543,119659;21,9;19,4;24,5;4,7161014713;4,4313143405;5,0090312682;5,5000586604;5,1891883223;5,8180960555;20,6;17,8;23,2;34,5;33,2;35,7;474;396,1;11,5;10,8;12,2;74,195469777;73,680965424;74,70997413;169;108,15522835
2022;"01105";"Alabama";"Perry";16198,642163;12930,029114;19467,255212;32,4;29,3;36,1;5,9822381529;5,5832586431;6,3450679554;6,1999096053;5,8766868058;6,5028141176;25,4;22,1;28,6;46,2;44,6;47,7;73;818,1;18,9;17,9;20;70,790399594;68,599755355;72,981043832;23;177,05083787
2022;"01107";"Alabama";"Pickens";10619,005106;8964,2114331;12273,79878;27,5;25,3;30,1;5,2857996798;5,0110312928;5,5459513537;5,7909448797;5,5289471053;6,0330535849;23,4;21,2;25,8;40,1;39;41,4;122;612,1;14,6;13,9;15,3;73,91421578;72,669150746;75,159280814;37;125,90736921
2022;"01109";"Alabama";"Pike";11573,573482;10200,583692;12946,563273;24,4;22;26,8;4,9657176233;4,6920926594;5,2357236727;5,6708934632;5,4021770016;5,9493581491;20,6;18,1;22,9;36,3;35;37,5;316;954,3;13,9;13,2;14,7;73,931379851;72,850722553;75,012037149;45;112,14198349
2022;"01111";"Alabama";"Randolph";11567,646144;9845,1567805;13290,135507;23,8;21;26,7;4,9803122341;4,6803840645;5,2636194141;5,8180257993;5,4764901942;6,1146778371;23,3;20,1;26,4;34,5;33,1;35,9;126;554,5;12;11,3;12,7;73,921619865;72,644600289;75,198639441;54;153,03483356
2022;"01113";"Alabama";"Russell";11474,845158;10483,846797;12465,84352;25,3;23,1;27,9;5,0348541812;4,7639702325;5,3004100443;5,6609623573;5,4068269673;5,9159682094;21,7;19,4;24;38,5;37,4;39,7;453;781,6;14,7;13,9;15,4;73,380676587;72,616263376;74,145089798;70;108,93485824
2022;"01115";"Alabama";"St. Clair";9846,1298985;9114,3393778;10577,920419;20,6;18;23,3;4,6871442842;4,382813912;4,9868246767;5,6378817652;5,317181933;5,9398741557;23,1;19,8;26,2;35,2;33,8;36,6;303;338,5;10,8;10,1;11,6;74,738053073;74,160399239;75,315706906;136;120,13675583
2022;"01117";"Alabama";"Shelby";6125,2472555;5743,3130184;6507,1814925;15,6;13,5;18;3,7337829164;3,4653920613;4,0078051915;4,7749968865;4,4526535257;5,1004302857;15,3;12,6;18;30,2;28,9;31,6;599;275,1;9;8,4;9,8;80,261566455;79,843652797;80,679480114;148;57,069304789
2022;"01119";"Alabama";"Sumter";14936,415345;12166,055168;17706,775522;29;26,1;32,1;5,523190218;5,2030903802;5,8164439259;5,9059743757;5,5949028907;6,1858226136;23,2;20,3;25,9;43,5;41,8;45;136;1094,4;17,8;16,7;18,7;71,90939336;70,010910854;73,807875866;27;164,25583176
2022;"01121";"Alabama";"Talladega";12311,427351;11396,122107;13226,732596;25,5;23,1;28,1;5,2148871719;4,9278578015;5,5056113471;5,9014740827;5,6267707526;6,1791048142;25;22,5;27,6;37,1;35,9;38,1;543;678,9;13,2;12,5;13,9;72,926037062;72,25799359;73,594080535;130;121,22086978
2022;"01123";"Alabama";"Tallapoosa";11407,690586;10107,505065;12707,876106;24,2;21,7;27;5,1064939394;4,7972389344;5,3949460826;5,8503156637;5,5368909799;6,1442542061;23,6;20,9;26,4;38,6;37,2;39,9;165;408,7;12,9;12,2;13,6;73,926745977;72,992666768;74,860825187;79;119,35580033
2022;"01125";"Alabama";"Tuscaloosa";9049,5675393;8576,6903972;9522,4446814;20,5;18,3;22,8;4,5494006351;4,2866504999;4,8430216182;5,3792673551;5,0824642869;5,6886132501;20,2;17,9;22,8;38,3;37,1;39,4;1537;734,2;12;11,3;12,7;75,826336033;75,422035297;76,230636768;252;117,21872983
2022;"01127";"Alabama";"Walker";15734,173669;14597,191923;16871,155414;24,2;21,3;27,3;5,2504876503;4,9469355455;5,5837661197;6,0755626539;5,7386067474;6,3762004378;25,9;22,9;29;35,3;33,9;36,6;180;283,4;11,5;10,8;12,3;69,629256842;68,916589903;70,341923781;165;184,13358446
2022;"01129";"Alabama";"Washington";10228,285698;8359,6385127;12096,932883;26;23,7;28,2;5,4584531225;5,1824045397;5,7278101009;6,1180893072;5,8509812176;6,3765942277;24,6;22,3;26,9;40,3;39,1;41,6;76;465,5;13,9;13,2;14,5;75,287942564;73,817376874;76,758508254;24;110,91287933
2022;"01131";"Alabama";"Wilcox";17713,593132;14636,41323;20790,773035;33,2;30;36,8;6,0282637017;5,6792027105;6,3615672597;6,2635914221;5,9148535881;6,5998866809;27,5;24,4;30,5;45,4;43,8;46,9;140;1349,7;18,6;17,6;19,6;69,845386462;67,88413583;71,806637094;22;153,548715
2022;"01133";"Alabama";"Winston";10680,052369;9106,9198912;12253,184848;25,6;22,2;28,9;5,4606801177;5,0554145357;5,852352143;6,2012807603;5,808712408;6,578628172;26,3;22,8;29,6;38,3;36,6;39,9;65;275,1;12;11,1;12,9;74,823226352;73,597519281;76,048933424;37;94,315527061
2022;"02000";"Alaska";NA;8269,1433549;8029,7426673;8508,5440426;15,654259163;13,726735354;17,796614744;3,6101373891;3,2082810425;4,0119937358;3,8922829775;3,391259419;4,3933065359;17,321775994;15,169865628;19,708025549;30,7;28;33,6;6254;854,9;7,1;6;8,2;78,615640554;78,356181712;78,875099395;230;35,69840555
2022;"02013";"Alaska";"Aleutians East";NA;NA;NA;22,8;20,9;24,7;4,0332022861;3,8352016289;4,2387333132;3,657541907;3,4933801953;3,8143608715;19,5;17,8;21,2;31,5;30,5;32,5;11;329,6;12,9;12,3;13,6;112,50385595;68,15741546;156,85029643;NA;NA
2022;"02016";"Alaska";"Aleutians West";NA;NA;NA;18,5;17,1;20;3,4666887258;3,3003274311;3,6256148081;3,4312084028;3,2785111659;3,5790517303;16,8;15,4;18,2;27,7;26,9;28,6;14;248,5;10,8;10,4;11,3;91,47865596;71,398262987;111,55904893;NA;NA
2022;"02020";"Alaska";"Anchorage";8016,4828284;7651,3202607;8381,645396;15,3;13,9;17;3,4107488202;3,2039360798;3,6265721155;3,857090945;3,6493438569;4,0696331226;15,3;13,3;17,2;30,7;29,6;31,7;2771;962,2;8,3;7,9;8,8;78,683915473;78,273165025;79,094665922;117;44,888059309
2022;"02050";"Alaska";"Bethel";16258,648763;14026,97132;18490,326207;34,1;30,7;37,5;6,5385934516;6,179633974;6,8988871562;6,004429134;5,6865923606;6,31555177;34,9;31,2;38,1;38,3;36,8;39,8;501;2724,9;16;15,1;16,9;70,711690412;69,111150759;72,312230065;15;196,48559908
2022;"02060";"Alaska";"Bristol Bay";NA;NA;NA;18,7;17,2;20,3;4,0873019388;3,8896318607;4,2969904377;4,485037797;4,2786830826;4,6874906627;21,2;19,2;23,2;34,1;33;35,3;5;598,1;9,6;9,1;10;NA;NA;NA;NA;NA
2022;"02068";"Alaska";"Denali";NA;NA;NA;16,1;14,2;18,3;3,6539633039;3,3872583671;3,9198691524;4,0543626668;3,7643554098;4,3539801481;17,8;14,8;20,7;28,4;27;29,9;7;333,8;8,5;7,9;9,1;89,085612122;66,413311524;111,75791272;NA;NA
2022;"02070";"Alaska";"Dillingham";17438,073973;13274,669861;22493,844917;27,5;24,6;30,6;5,409331682;5,0697992662;5,7229526272;5,3241510529;5,0120128729;5,644735339;30,7;27,1;34,1;35,7;34,2;37,1;85;1729;13,2;12,3;14;70,240750907;67,207912984;73,27358883;NA;NA
2022;"02090";"Alaska";"Fairbanks North Star";6864,6015676;6280,2169649;7448,9861703;15,9;14,3;17,5;3,4675532709;3,2376612703;3,6837016296;3,9481521642;3,7167657832;4,1795934747;17,6;15,5;19,7;30,4;29,3;31,6;836;863,2;8,1;7,6;8,6;80,2125933;79,436993757;80,988192844;19;31,474720593
2022;"02100";"Alaska";"Haines";NA;NA;NA;15,9;14,3;17,6;3,7066772319;3,4614071754;3,9537853203;4,2101626182;3,9356061195;4,4566392821;17,9;15,3;20,2;30,2;28,8;31,5;6;237,2;8,2;7,6;8,7;84,359986653;78,19092487;90,529048436;NA;NA
2022;"02105";"Alaska";"Hoonah-Angoon";NA;NA;NA;20,9;19,2;22,8;4,417407934;4,195534013;4,6398115582;4,6749283817;4,465601706;4,883687604;22,7;20,5;24,9;34,8;33,7;35,9;NA;NA;10,6;10,1;11,2;84,327972523;76,666488756;91,989456289;NA;NA
2022;"02110";"Alaska";"Juneau";6632,7447212;5611,9994664;7653,489976;14,7;13,2;16,5;3,3150681624;3,110476814;3,5291575198;3,8526902285;3,6236733862;4,0857732425;15,1;13,1;17,2;27,5;26,3;28,7;130;406,6;7,6;7,2;8,1;81,074345674;79,724645061;82,424046287;NA;NA
2022;"02122";"Alaska";"Kenai Peninsula";7919,6916966;7054,9126455;8784,4707478;17,7;15,8;19,8;3,8714518839;3,617300491;4,1264572034;4,3396851828;4,0841028078;4,5896087257;19,9;17,3;22,4;27,4;26,2;28,6;155;264;8,3;7,8;8,9;79,226274401;78,341428313;80,11112049;18;28,651636479
2022;"02130";"Alaska";"Ketchikan Gateway";6148,4849695;4654,4561566;7642,5137825;17,6;15,9;19,3;3,7550288744;3,5505614503;3,9797107072;4,2016206665;3,9582473902;4,4197474512;19,5;17,3;21,7;31,7;30,4;32,9;79;568,3;8,6;8,1;9,1;80,190629837;78,516253869;81,865005805;NA;NA
2022;"02150";"Alaska";"Kodiak Island";6129,8890716;4680,7666607;7579,0114824;16,4;14,9;18;3,4385841004;3,2376575532;3,6479130862;3,7980451953;3,5878157427;4,0090941763;16,5;14,7;18,5;29,2;28,2;30,3;43;330,8;9,1;8,6;9,5;80,545960366;78,485266843;82,60665389;NA;NA
2022;"02158";"Alaska";"Kusilvak";20938,531338;16997,29281;24879,769867;42,3;38,9;46;7,7956396903;7,439645747;8,1792611016;6,6985284503;6,3907791229;6,9995563544;43;39,5;46,1;45,1;43,4;46,8;320;3848,9;19,7;18,7;20,8;67,687245673;65,127251593;70,247239754;NA;NA
2022;"02164";"Alaska";"Lake and Peninsula";NA;NA;NA;27,4;25,1;30;5,4565488431;5,1853396333;5,7143226002;5,3329381103;5,0766881952;5,5586699971;29,3;26,4;32;37,1;35,8;38,4;12;753,8;13,6;12,9;14,3;NA;NA;NA;NA;NA
2022;"02170";"Alaska";"Matanuska-Susitna";7119,8409826;6559,6891011;7679,992864;17;15,1;19,1;3,7784595763;3,5157585494;4,0450844847;4,3045581717;4,0361461496;4,5676183275;19,8;17,2;22,4;32;30,7;33,1;388;358,2;8,1;7,5;8,6;78,991712039;78,376614678;79,606809399;33;36,510254909
