ST,State,ST_ABBR,NAME_2,FIPS,LOCATION,AREA_SQMI,SVI_Group
35,NEW MEXICO,NM,Rio Arriba,35039,"Rio Arriba County, New Mexico",5860.869195,low
1,ALABAMA,AL,Autauga,1001,"Autauga County, Alabama",594.4434589,mid-low
1,ALABAMA,AL,Blount,1009,"Blount County, Alabama",644.8304602,mid-low
1,ALABAMA,AL,Butler,1013,"Butler County, Alabama",776.8382008,high
1,ALABAMA,AL,Calhoun,1015,"Calhoun County, Alabama",605.8672514,high
1,ALABAMA,AL,Chambers,1017,"Chambers County, Alabama",596.560643,mid-high
1,ALABAMA,AL,Coffee,1031,"Coffee County, Alabama",678.9858208,mid-high
1,ALABAMA,AL,Colbert,1033,"Colbert County, Alabama",592.7446865,mid-low
1,ALABAMA,AL,Covington,1039,"Covington County, Alabama",1030.556053,high
1,ALABAMA,AL,Cullman,1043,"Cullman County, Alabama",734.7802988,mid-high
1,ALABAMA,AL,Dale,1045,"Dale County, Alabama",561.1006284,high
1,ALABAMA,AL,Elmore,1051,"Elmore County, Alabama",618.4462511,mid-high
1,ALABAMA,AL,Etowah,1055,"Etowah County, Alabama",535.2816213,mid-high
1,ALABAMA,AL,Henry,1067,"Henry County, Alabama",561.7500782,mid-high
1,ALABAMA,AL,Houston,1069,"Houston County, Alabama",579.8690621,mid-high
1,ALABAMA,AL,Jackson,1071,"Jackson County, Alabama",1077.986767,mid-high
1,ALABAMA,AL,Lauderdale,1077,"Lauderdale County, Alabama",668.0128629,mid-low
1,ALABAMA,AL,Lawrence,1079,"Lawrence County, Alabama",690.6840635,mid-low
1,ALABAMA,AL,Limestone,1083,"Limestone County, Alabama",559.955192,mid-high
1,ALABAMA,AL,Madison,1089,"Madison County, Alabama",801.5829707,mid-low
1,ALABAMA,AL,Marshall,1095,"Marshall County, Alabama",565.8447822,mid-high
1,ALABAMA,AL,Mobile,1097,"Mobile County, Alabama",1229.369243,high
1,ALABAMA,AL,Morgan,1103,"Morgan County, Alabama",579.389645,mid-high
1,ALABAMA,AL,Randolph,1111,"Randolph County, Alabama",580.5491197,mid-high
1,ALABAMA,AL,Russell,1113,"Russell County, Alabama",641.1523375,high
1,ALABAMA,AL,St. Clair,1115,"St. Clair County, Alabama",631.6030046,mid-low
1,ALABAMA,AL,Shelby,1117,"Shelby County, Alabama",785.3750191,low
1,ALABAMA,AL,Talladega,1121,"Talladega County, Alabama",736.7818207,high
2,ALASKA,AK,Valdez-Cordova,2261,"Valdez-Cordova Census Area, Alaska",34221.89001,mid-low
4,ARIZONA,AZ,Pinal,4021,"Pinal County, Arizona",5365.836412,high
5,ARKANSAS,AR,Boone,5009,"Boone County, Arkansas",589.9903538,mid-low
5,ARKANSAS,AR,Bradley,5011,"Bradley County, Arkansas",649.2361007,high
5,ARKANSAS,AR,Crawford,5033,"Crawford County, Arkansas",591.1948314,mid-high
5,ARKANSAS,AR,Cross,5037,"Cross County, Arkansas",616.3816533,mid-high
5,ARKANSAS,AR,Faulkner,5045,"Faulkner County, Arkansas",647.938881,mid-low
5,ARKANSAS,AR,Franklin,5047,"Franklin County, Arkansas",608.8497728,mid-high
5,ARKANSAS,AR,Garland,5051,"Garland County, Arkansas",677.7211186,high
5,ARKANSAS,AR,Grant,5053,"Grant County, Arkansas",631.8112607,mid-low
5,ARKANSAS,AR,Independence,5063,"Independence County, Arkansas",763.9536057,high
5,ARKANSAS,AR,Logan,5083,"Logan County, Arkansas",708.1216233,high
5,ARKANSAS,AR,Lonoke,5085,"Lonoke County, Arkansas",770.9020787,mid-low
5,ARKANSAS,AR,Madison,5087,"Madison County, Arkansas",834.2536231,mid-high
5,ARKANSAS,AR,Pope,5115,"Pope County, Arkansas",812.5197955,high
5,ARKANSAS,AR,Prairie,5117,"Prairie County, Arkansas",647.8867151,mid-high
5,ARKANSAS,AR,Randolph,5121,"Randolph County, Arkansas",652.2233313,mid-high
5,ARKANSAS,AR,Saline,5125,"Saline County, Arkansas",723.5463375,mid-low
5,ARKANSAS,AR,Sebastian,5131,"Sebastian County, Arkansas",531.8947596,high
5,ARKANSAS,AR,White,5145,"White County, Arkansas",1035.082354,mid-high
6,CALIFORNIA,CA,Butte,6007,"Butte County, California",1636.469461,high
6,CALIFORNIA,CA,El Dorado,6017,"El Dorado County, California",1707.841296,low
6,CALIFORNIA,CA,Humboldt,6023,"Humboldt County, California",3568.172224,high
6,CALIFORNIA,CA,Inyo,6027,"Inyo County, California",10180.93384,mid-high
6,CALIFORNIA,CA,Placer,6061,"Placer County, California",1407.081272,low
6,CALIFORNIA,CA,San Luis Obispo,6079,"San Luis Obispo County, California",3300.636162,mid-low
6,CALIFORNIA,CA,Shasta,6089,"Shasta County, California",3775.394188,mid-high
6,CALIFORNIA,CA,Siskiyou,6093,"Siskiyou County, California",6278.764956,mid-high
8,COLORADO,CO,Clear Creek,8019,"Clear Creek County, Colorado",395.19926,low
8,COLORADO,CO,Elbert,8039,"Elbert County, Colorado",1850.835533,low
8,COLORADO,CO,Gilpin,8047,"Gilpin County, Colorado",149.895991,low
8,COLORADO,CO,Gunnison,8051,"Gunnison County, Colorado",3239.140212,low
8,COLORADO,CO,Jackson,8057,"Jackson County, Colorado",1613.724992,low
8,COLORADO,CO,Lake,8065,"Lake County, Colorado",376.9188998,mid-low
8,COLORADO,CO,La Plata,8067,"La Plata County, Colorado",1689.783902,low
8,COLORADO,CO,Las Animas,8071,"Las Animas County, Colorado",4772.936003,high
8,COLORADO,CO,Logan,8075,"Logan County, Colorado",1838.597644,mid-high
8,COLORADO,CO,Mesa,8077,"Mesa County, Colorado",3328.932559,mid-high
8,COLORADO,CO,Montezuma,8083,"Montezuma County, Colorado",2029.327837,mid-low
8,COLORADO,CO,Montrose,8085,"Montrose County, Colorado",2240.945104,mid-high
8,COLORADO,CO,Park,8093,"Park County, Colorado",2193.901611,low
8,COLORADO,CO,Prowers,8099,"Prowers County, Colorado",1638.396294,high
8,COLORADO,CO,Pueblo,8101,"Pueblo County, Colorado",2386.078246,high
8,COLORADO,CO,Rio Blanco,8103,"Rio Blanco County, Colorado",3220.969078,mid-low
8,COLORADO,CO,Teller,8119,"Teller County, Colorado",557.0425744,low
8,COLORADO,CO,Washington,8121,"Washington County, Colorado",2518.082648,mid-low
9,CONNECTICUT,CT,Litchfield,9005,"Litchfield County, Connecticut",920.5123234,low
9,CONNECTICUT,CT,Middlesex,9007,"Middlesex County, Connecticut",369.3041514,low
9,CONNECTICUT,CT,New London,9011,"New London County, Connecticut",665.1443741,mid-low
9,CONNECTICUT,CT,Windham,9015,"Windham County, Connecticut",512.9281962,mid-low
10,DELAWARE,DE,Kent,10001,"Kent County, Delaware",585.806361,mid-high
12,FLORIDA,FL,Clay,12019,"Clay County, Florida",604.7806326,mid-low
12,FLORIDA,FL,Escambia,12033,"Escambia County, Florida",656.9697353,mid-low
12,FLORIDA,FL,Nassau,12089,"Nassau County, Florida",648.6801841,low
12,FLORIDA,FL,Pasco,12101,"Pasco County, Florida",746.668206,mid-high
12,FLORIDA,FL,St. Johns,12109,"St. Johns County, Florida",600.7135477,low
12,FLORIDA,FL,Santa Rosa,12113,"Santa Rosa County, Florida",1012.378991,mid-low
13,GEORGIA,GA,Bartow,13015,"Bartow County, Georgia",459.5210992,mid-high
13,GEORGIA,GA,Camden,13039,"Camden County, Georgia",630.3011883,mid-high
13,GEORGIA,GA,Carroll,13045,"Carroll County, Georgia",499.0275164,high
13,GEORGIA,GA,Catoosa,13047,"Catoosa County, Georgia",162.1623941,low
13,GEORGIA,GA,Cherokee,13057,"Cherokee County, Georgia",421.0827875,low
13,GEORGIA,GA,Columbia,13073,"Columbia County, Georgia",290.0758117,low
13,GEORGIA,GA,Coweta,13077,"Coweta County, Georgia",440.9317724,low
13,GEORGIA,GA,Dawson,13085,"Dawson County, Georgia",210.828004,low
13,GEORGIA,GA,Fayette,13113,"Fayette County, Georgia",194.3715005,low
13,GEORGIA,GA,Floyd,13115,"Floyd County, Georgia",509.8223959,high
13,GEORGIA,GA,Gilmer,13123,"Gilmer County, Georgia",426.2129348,mid-high
13,GEORGIA,GA,Glynn,13127,"Glynn County, Georgia",419.5507097,mid-high
13,GEORGIA,GA,Haralson,13143,"Haralson County, Georgia",282.1651119,mid-high
13,GEORGIA,GA,Harris,13145,"Harris County, Georgia",463.8472111,low
13,GEORGIA,GA,Hart,13147,"Hart County, Georgia",232.4210854,mid-high
13,GEORGIA,GA,Houston,13153,"Houston County, Georgia",376.0568179,mid-high
13,GEORGIA,GA,Jackson,13157,"Jackson County, Georgia",339.666148,mid-low
13,GEORGIA,GA,Jones,13169,"Jones County, Georgia",393.9384961,mid-low
13,GEORGIA,GA,Lumpkin,13187,"Lumpkin County, Georgia",282.9419059,mid-low
13,GEORGIA,GA,Monroe,13207,"Monroe County, Georgia",396.0914043,mid-low
13,GEORGIA,GA,Morgan,13211,"Morgan County, Georgia",347.4040911,low
13,GEORGIA,GA,Pickens,13227,"Pickens County, Georgia",232.058082,mid-low
13,GEORGIA,GA,Pike,13231,"Pike County, Georgia",216.0856704,low
13,GEORGIA,GA,Polk,13233,"Polk County, Georgia",310.3302493,high
13,GEORGIA,GA,Walker,13295,"Walker County, Georgia",446.3899976,mid-high
13,GEORGIA,GA,Walton,13297,"Walton County, Georgia",326.7894077,mid-low
13,GEORGIA,GA,Ware,13299,"Ware County, Georgia",899.1722879,high
13,GEORGIA,GA,White,13311,"White County, Georgia",240.7432438,low
16,IDAHO,ID,Ada,16001,"Ada County, Idaho",1052.007575,low
16,IDAHO,ID,Bonner,16017,"Bonner County, Idaho",1733.210905,low
16,IDAHO,ID,Boundary,16021,"Boundary County, Idaho",1268.681749,mid-low
16,IDAHO,ID,Butte,16023,"Butte County, Idaho",2236.485794,low
16,IDAHO,ID,Camas,16025,"Camas County, Idaho",1074.233791,low
16,IDAHO,ID,Elmore,16039,"Elmore County, Idaho",3075.077475,mid-high
16,IDAHO,ID,Gem,16045,"Gem County, Idaho",559.7693553,mid-high
16,IDAHO,ID,Kootenai,16055,"Kootenai County, Idaho",1237.778872,low
16,IDAHO,ID,Nez Perce,16069,"Nez Perce County, Idaho",848.3200788,mid-high
16,IDAHO,ID,Valley,16085,"Valley County, Idaho",3665.114669,low
17,ILLINOIS,IL,Adams,17001,"Adams County, Illinois",855.1405722,low
17,ILLINOIS,IL,Boone,17007,"Boone County, Illinois",280.7623276,mid-low
17,ILLINOIS,IL,Bureau,17011,"Bureau County, Illinois",869.0833791,mid-low
17,ILLINOIS,IL,Calhoun,17013,"Calhoun County, Illinois",253.8245826,low
17,ILLINOIS,IL,Carroll,17015,"Carroll County, Illinois",445.0431973,low
17,ILLINOIS,IL,Christian,17021,"Christian County, Illinois",709.4917108,low
17,ILLINOIS,IL,Clark,17023,"Clark County, Illinois",501.4287508,low
17,ILLINOIS,IL,Clinton,17027,"Clinton County, Illinois",474.0036682,low
17,ILLINOIS,IL,Coles,17029,"Coles County, Illinois",508.2875258,mid-low
17,ILLINOIS,IL,Cumberland,17035,"Cumberland County, Illinois",345.9200069,low
17,ILLINOIS,IL,De Witt,17039,"De Witt County, Illinois",397.5517452,low
17,ILLINOIS,IL,Edgar,17045,"Edgar County, Illinois",623.3843598,mid-low
17,ILLINOIS,IL,Edwards,17047,"Edwards County, Illinois",222.4186861,low
17,ILLINOIS,IL,Effingham,17049,"Effingham County, Illinois",478.7550244,low
17,ILLINOIS,IL,Ford,17053,"Ford County, Illinois",485.5966726,mid-low
17,ILLINOIS,IL,Franklin,17055,"Franklin County, Illinois",408.9200896,mid-high
17,ILLINOIS,IL,Fulton,17057,"Fulton County, Illinois",865.7013468,mid-high
17,ILLINOIS,IL,Greene,17061,"Greene County, Illinois",543.0197814,low
17,ILLINOIS,IL,Grundy,17063,"Grundy County, Illinois",418.0878256,low
17,ILLINOIS,IL,Hamilton,17065,"Hamilton County, Illinois",434.6336863,low
17,ILLINOIS,IL,Hancock,17067,"Hancock County, Illinois",793.7183884,low
17,ILLINOIS,IL,Henry,17073,"Henry County, Illinois",822.999059,low
17,ILLINOIS,IL,Iroquois,17075,"Iroquois County, Illinois",1117.405336,mid-low
17,ILLINOIS,IL,Jasper,17079,"Jasper County, Illinois",494.6135208,low
17,ILLINOIS,IL,Jefferson,17081,"Jefferson County, Illinois",571.206622,high
17,ILLINOIS,IL,Jersey,17083,"Jersey County, Illinois",369.2854579,low
17,ILLINOIS,IL,Kankakee,17091,"Kankakee County, Illinois",676.4974447,mid-high
17,ILLINOIS,IL,LaSalle,17099,"LaSalle County, Illinois",1135.184797,mid-low
17,ILLINOIS,IL,Livingston,17105,"Livingston County, Illinois",1043.626277,mid-low
17,ILLINOIS,IL,McHenry,17111,"McHenry County, Illinois",603.4074415,low
17,ILLINOIS,IL,Macon,17115,"Macon County, Illinois",580.5754376,mid-high
17,ILLINOIS,IL,Macoupin,17117,"Macoupin County, Illinois",862.919451,low
17,ILLINOIS,IL,Madison,17119,"Madison County, Illinois",716.0490622,mid-low
17,ILLINOIS,IL,Marshall,17123,"Marshall County, Illinois",386.8227872,low
17,ILLINOIS,IL,Mason,17125,"Mason County, Illinois",539.3055682,mid-low
17,ILLINOIS,IL,Massac,17127,"Massac County, Illinois",237.2176726,high
17,ILLINOIS,IL,Menard,17129,"Menard County, Illinois",314.4392522,low
17,ILLINOIS,IL,Mercer,17131,"Mercer County, Illinois",561.1983574,low
17,ILLINOIS,IL,Monroe,17133,"Monroe County, Illinois",385.2944723,low
17,ILLINOIS,IL,Ogle,17141,"Ogle County, Illinois",758.5908616,mid-low
17,ILLINOIS,IL,Piatt,17147,"Piatt County, Illinois",439.1522283,low
17,ILLINOIS,IL,Pike,17149,"Pike County, Illinois",831.4032382,mid-low
17,ILLINOIS,IL,Putnam,17155,"Putnam County, Illinois",160.1007271,low
17,ILLINOIS,IL,Richland,17159,"Richland County, Illinois",360.054612,mid-low
17,ILLINOIS,IL,Rock Island,17161,"Rock Island County, Illinois",427.399519,mid-high
17,ILLINOIS,IL,St. Clair,17163,"St. Clair County, Illinois",657.7282813,mid-high
17,ILLINOIS,IL,Sangamon,17167,"Sangamon County, Illinois",868.2960472,mid-low
17,ILLINOIS,IL,Scott,17171,"Scott County, Illinois",250.9127187,low
17,ILLINOIS,IL,Shelby,17173,"Shelby County, Illinois",758.5140123,low
17,ILLINOIS,IL,Stark,17175,"Stark County, Illinois",288.0261155,low
17,ILLINOIS,IL,Tazewell,17179,"Tazewell County, Illinois",646.4204866,low
17,ILLINOIS,IL,Union,17181,"Union County, Illinois",413.4596923,mid-high
17,ILLINOIS,IL,Wabash,17185,"Wabash County, Illinois",223.2689584,mid-low
17,ILLINOIS,IL,Warren,17187,"Warren County, Illinois",542.3759907,mid-high
17,ILLINOIS,IL,Washington,17189,"Washington County, Illinois",562.5736597,low
17,ILLINOIS,IL,Wayne,17191,"Wayne County, Illinois",713.8826381,mid-low
17,ILLINOIS,IL,White,17193,"White County, Illinois",494.7865516,mid-high
17,ILLINOIS,IL,Whiteside,17195,"Whiteside County, Illinois",684.2340389,mid-low
17,ILLINOIS,IL,Will,17197,"Will County, Illinois",835.8828932,low
17,ILLINOIS,IL,Williamson,17199,"Williamson County, Illinois",420.1805594,mid-low
17,ILLINOIS,IL,Woodford,17203,"Woodford County, Illinois",527.7806262,low
18,INDIANA,IN,Allen,18003,"Allen County, Indiana",657.3199704,mid-high
18,INDIANA,IN,Bartholomew,18005,"Bartholomew County, Indiana",406.9132982,mid-low
18,INDIANA,IN,Benton,18007,"Benton County, Indiana",406.4173174,mid-low
18,INDIANA,IN,Blackford,18009,"Blackford County, Indiana",165.0815588,mid-low
18,INDIANA,IN,Brown,18013,"Brown County, Indiana",311.9873497,low
18,INDIANA,IN,Carroll,18015,"Carroll County, Indiana",372.2234215,low
18,INDIANA,IN,Clark,18019,"Clark County, Indiana",372.845562,mid-low
18,INDIANA,IN,Clay,18021,"Clay County, Indiana",357.608338,mid-low
18,INDIANA,IN,Clinton,18023,"Clinton County, Indiana",405.0670271,mid-high
18,INDIANA,IN,Crawford,18025,"Crawford County, Indiana",305.6131659,mid-low
18,INDIANA,IN,Dearborn,18029,"Dearborn County, Indiana",305.0776177,low
18,INDIANA,IN,Decatur,18031,"Decatur County, Indiana",372.5676152,low
18,INDIANA,IN,DeKalb,18033,"DeKalb County, Indiana",362.8323888,low
18,INDIANA,IN,Delaware,18035,"Delaware County, Indiana",392.1028467,mid-high
18,INDIANA,IN,Dubois,18037,"Dubois County, Indiana",427.2683956,low
18,INDIANA,IN,Fayette,18041,"Fayette County, Indiana",215.0208042,mid-high
18,INDIANA,IN,Floyd,18043,"Floyd County, Indiana",147.9647973,low
18,INDIANA,IN,Fountain,18045,"Fountain County, Indiana",395.6654562,low
18,INDIANA,IN,Franklin,18047,"Franklin County, Indiana",384.4304988,low
18,INDIANA,IN,Fulton,18049,"Fulton County, Indiana",368.3978148,mid-low
18,INDIANA,IN,Gibson,18051,"Gibson County, Indiana",487.4228861,mid-low
18,INDIANA,IN,Greene,18055,"Greene County, Indiana",542.4671007,mid-low
18,INDIANA,IN,Hancock,18059,"Hancock County, Indiana",305.9549905,low
18,INDIANA,IN,Harrison,18061,"Harrison County, Indiana",484.5153199,low
18,INDIANA,IN,Hendricks,18063,"Hendricks County, Indiana",406.8933452,low
18,INDIANA,IN,Henry,18065,"Henry County, Indiana",391.8763994,mid-low
18,INDIANA,IN,Howard,18067,"Howard County, Indiana",293.0000502,mid-low
18,INDIANA,IN,Huntington,18069,"Huntington County, Indiana",382.649108,low
18,INDIANA,IN,Jackson,18071,"Jackson County, Indiana",509.9740143,mid-high
18,INDIANA,IN,Jasper,18073,"Jasper County, Indiana",559.6244091,mid-low
18,INDIANA,IN,Jennings,18079,"Jennings County, Indiana",376.5901409,mid-low
18,INDIANA,IN,Johnson,18081,"Johnson County, Indiana",320.4437676,low
18,INDIANA,IN,Knox,18083,"Knox County, Indiana",516.0296458,mid-high
18,INDIANA,IN,Kosciusko,18085,"Kosciusko County, Indiana",531.4354662,mid-low
18,INDIANA,IN,Lake,18089,"Lake County, Indiana",498.8212306,mid-high
18,INDIANA,IN,LaPorte,18091,"LaPorte County, Indiana",598.2667239,mid-high
18,INDIANA,IN,Lawrence,18093,"Lawrence County, Indiana",449.1783849,mid-low
18,INDIANA,IN,Madison,18095,"Madison County, Indiana",451.920652,mid-high
18,INDIANA,IN,Marshall,18099,"Marshall County, Indiana",443.619608,mid-high
18,INDIANA,IN,Martin,18101,"Martin County, Indiana",335.7603649,low
18,INDIANA,IN,Miami,18103,"Miami County, Indiana",373.8420835,mid-high
18,INDIANA,IN,Montgomery,18107,"Montgomery County, Indiana",504.6469893,mid-low
18,INDIANA,IN,Morgan,18109,"Morgan County, Indiana",403.8366834,low
18,INDIANA,IN,Newton,18111,"Newton County, Indiana",401.7545083,mid-low
18,INDIANA,IN,Noble,18113,"Noble County, Indiana",410.8400853,mid-low
18,INDIANA,IN,Ohio,18115,"Ohio County, Indiana",86.1497126,low
18,INDIANA,IN,Orange,18117,"Orange County, Indiana",398.3779166,mid-high
18,INDIANA,IN,Owen,18119,"Owen County, Indiana",385.2956657,mid-low
18,INDIANA,IN,Pike,18125,"Pike County, Indiana",334.297119,low
18,INDIANA,IN,Porter,18127,"Porter County, Indiana",418.0686981,low
18,INDIANA,IN,Posey,18129,"Posey County, Indiana",409.3713455,low
18,INDIANA,IN,Pulaski,18131,"Pulaski County, Indiana",433.6652533,low
18,INDIANA,IN,Randolph,18135,"Randolph County, Indiana",452.3789987,mid-low
18,INDIANA,IN,Ripley,18137,"Ripley County, Indiana",446.425339,mid-low
18,INDIANA,IN,Rush,18139,"Rush County, Indiana",408.1234843,mid-low
18,INDIANA,IN,St. Joseph,18141,"St. Joseph County, Indiana",457.8855313,mid-high
18,INDIANA,IN,Scott,18143,"Scott County, Indiana",190.3969522,mid-low
18,INDIANA,IN,Shelby,18145,"Shelby County, Indiana",411.1318425,low
18,INDIANA,IN,Spencer,18147,"Spencer County, Indiana",396.7675739,low
18,INDIANA,IN,Starke,18149,"Starke County, Indiana",309.1440775,mid-low
18,INDIANA,IN,Steuben,18151,"Steuben County, Indiana",308.777083,mid-low
18,INDIANA,IN,Switzerland,18155,"Switzerland County, Indiana",220.6610552,mid-high
18,INDIANA,IN,Tipton,18159,"Tipton County, Indiana",260.5407026,low
18,INDIANA,IN,Union,18161,"Union County, Indiana",161.1901112,low
18,INDIANA,IN,Vermillion,18165,"Vermillion County, Indiana",256.8641405,mid-low
18,INDIANA,IN,Wabash,18169,"Wabash County, Indiana",412.5341082,mid-low
18,INDIANA,IN,Warren,18171,"Warren County, Indiana",364.6903063,low
18,INDIANA,IN,Warrick,18173,"Warrick County, Indiana",384.8142379,low
18,INDIANA,IN,Washington,18175,"Washington County, Indiana",513.6906229,mid-low
18,INDIANA,IN,Wayne,18177,"Wayne County, Indiana",401.7442044,mid-high
18,INDIANA,IN,Wells,18179,"Wells County, Indiana",368.0869741,low
18,INDIANA,IN,White,18181,"White County, Indiana",505.1268191,low
18,INDIANA,IN,Whitley,18183,"Whitley County, Indiana",335.5815498,low
19,IOWA,IA,Adair,19001,"Adair County, Iowa",569.2704077,low
19,IOWA,IA,Adams,19003,"Adams County, Iowa",423.4327614,low
19,IOWA,IA,Allamakee,19005,"Allamakee County, Iowa",639.0434608,mid-low
19,IOWA,IA,Appanoose,19007,"Appanoose County, Iowa",497.2912142,mid-low
19,IOWA,IA,Benton,19011,"Benton County, Iowa",716.1019435,low
19,IOWA,IA,Boone,19015,"Boone County, Iowa",571.5579887,low
19,IOWA,IA,Bremer,19017,"Bremer County, Iowa",435.4788771,low
19,IOWA,IA,Butler,19023,"Butler County, Iowa",580.1390895,low
19,IOWA,IA,Carroll,19027,"Carroll County, Iowa",569.436781,low
19,IOWA,IA,Cass,19029,"Cass County, Iowa",564.2581327,low
19,IOWA,IA,Cedar,19031,"Cedar County, Iowa",579.4614036,low
19,IOWA,IA,Cerro Gordo,19033,"Cerro Gordo County, Iowa",568.2997986,low
19,IOWA,IA,Cherokee,19035,"Cherokee County, Iowa",576.9063385,low
19,IOWA,IA,Chickasaw,19037,"Chickasaw County, Iowa",504.3347305,low
19,IOWA,IA,Clarke,19039,"Clarke County, Iowa",431.1663451,mid-low
19,IOWA,IA,Clay,19041,"Clay County, Iowa",567.2376842,mid-low
19,IOWA,IA,Clayton,19043,"Clayton County, Iowa",778.4959155,low
19,IOWA,IA,Clinton,19045,"Clinton County, Iowa",694.9135758,mid-low
19,IOWA,IA,Delaware,19055,"Delaware County, Iowa",577.6816545,low
19,IOWA,IA,Dubuque,19061,"Dubuque County, Iowa",608.2990597,low
19,IOWA,IA,Fayette,19065,"Fayette County, Iowa",730.8296772,low
19,IOWA,IA,Floyd,19067,"Floyd County, Iowa",500.6318548,mid-low
19,IOWA,IA,Franklin,19069,"Franklin County, Iowa",581.9719639,low
19,IOWA,IA,Fremont,19071,"Fremont County, Iowa",511.1665247,low
19,IOWA,IA,Greene,19073,"Greene County, Iowa",569.6175146,low
19,IOWA,IA,Grundy,19075,"Grundy County, Iowa",501.8545244,low
19,IOWA,IA,Guthrie,19077,"Guthrie County, Iowa",590.6197773,low
19,IOWA,IA,Hamilton,19079,"Hamilton County, Iowa",576.7531328,low
19,IOWA,IA,Hancock,19081,"Hancock County, Iowa",571.0043362,low
19,IOWA,IA,Hardin,19083,"Hardin County, Iowa",569.3093585,low
19,IOWA,IA,Harrison,19085,"Harrison County, Iowa",696.8425931,low
19,IOWA,IA,Henry,19087,"Henry County, Iowa",434.2874099,mid-low
19,IOWA,IA,Howard,19089,"Howard County, Iowa",473.2463175,low
19,IOWA,IA,Humboldt,19091,"Humboldt County, Iowa",434.3704489,low
19,IOWA,IA,Ida,19093,"Ida County, Iowa",431.5075292,low
19,IOWA,IA,Iowa,19095,"Iowa County, Iowa",586.4548425,low
19,IOWA,IA,Jackson,19097,"Jackson County, Iowa",636.0343239,low
19,IOWA,IA,Jasper,19099,"Jasper County, Iowa",730.4126589,mid-low
19,IOWA,IA,Jefferson,19101,"Jefferson County, Iowa",435.5229803,mid-low
19,IOWA,IA,Jones,19105,"Jones County, Iowa",575.6232215,low
19,IOWA,IA,Keokuk,19107,"Keokuk County, Iowa",579.1748302,low
19,IOWA,IA,Kossuth,19109,"Kossuth County, Iowa",972.7306274,low
19,IOWA,IA,Lee,19111,"Lee County, Iowa",517.5498653,mid-high
19,IOWA,IA,Lucas,19117,"Lucas County, Iowa",430.6032069,mid-low
19,IOWA,IA,Madison,19121,"Madison County, Iowa",561.0058998,low
19,IOWA,IA,Mahaska,19123,"Mahaska County, Iowa",570.8625619,mid-low
19,IOWA,IA,Marion,19125,"Marion County, Iowa",554.4890641,low
19,IOWA,IA,Mills,19129,"Mills County, Iowa",437.4343891,low
19,IOWA,IA,Mitchell,19131,"Mitchell County, Iowa",469.1328641,low
19,IOWA,IA,Monona,19133,"Monona County, Iowa",694.0715819,low
19,IOWA,IA,Monroe,19135,"Monroe County, Iowa",433.7163979,mid-low
19,IOWA,IA,Muscatine,19139,"Muscatine County, Iowa",437.4447486,mid-low
19,IOWA,IA,O'Brien,19141,"O'Brien County, Iowa",573.0348903,low
19,IOWA,IA,Osceola,19143,"Osceola County, Iowa",398.6865364,mid-low
19,IOWA,IA,Page,19145,"Page County, Iowa",534.9433704,mid-low
19,IOWA,IA,Palo Alto,19147,"Palo Alto County, Iowa",563.8601365,low
19,IOWA,IA,Plymouth,19149,"Plymouth County, Iowa",862.8280105,low
19,IOWA,IA,Pocahontas,19151,"Pocahontas County, Iowa",577.2406908,low
19,IOWA,IA,Pottawattamie,19155,"Pottawattamie County, Iowa",950.518767,mid-low
19,IOWA,IA,Ringgold,19159,"Ringgold County, Iowa",535.4973588,low
19,IOWA,IA,Sac,19161,"Sac County, Iowa",575.021785,low
19,IOWA,IA,Scott,19163,"Scott County, Iowa",458.0860337,mid-low
19,IOWA,IA,Shelby,19165,"Shelby County, Iowa",590.778742,low
19,IOWA,IA,Tama,19171,"Tama County, Iowa",721.0109397,mid-low
19,IOWA,IA,Taylor,19173,"Taylor County, Iowa",531.9014044,mid-low
19,IOWA,IA,Union,19175,"Union County, Iowa",423.6449392,mid-low
19,IOWA,IA,Van Buren,19177,"Van Buren County, Iowa",484.8075497,low
19,IOWA,IA,Wapello,19179,"Wapello County, Iowa",431.8370132,mid-high
19,IOWA,IA,Warren,19181,"Warren County, Iowa",569.8375603,low
19,IOWA,IA,Washington,19183,"Washington County, Iowa",568.811639,low
19,IOWA,IA,Wayne,19185,"Wayne County, Iowa",525.4901568,mid-low
19,IOWA,IA,Webster,19187,"Webster County, Iowa",715.7084052,mid-low
19,IOWA,IA,Winnebago,19189,"Winnebago County, Iowa",400.4889126,low
19,IOWA,IA,Worth,19195,"Worth County, Iowa",400.1232644,low
19,IOWA,IA,Wright,19197,"Wright County, Iowa",580.4152095,mid-low
20,KANSAS,KS,Allen,20001,"Allen County, Kansas",500.2969893,mid-low
20,KANSAS,KS,Barber,20007,"Barber County, Kansas",1134.071668,mid-low
20,KANSAS,KS,Barton,20009,"Barton County, Kansas",895.256802,mid-high
20,KANSAS,KS,Bourbon,20011,"Bourbon County, Kansas",635.4705675,mid-high
20,KANSAS,KS,Brown,20013,"Brown County, Kansas",570.8711407,mid-low
20,KANSAS,KS,Butler,20015,"Butler County, Kansas",1429.664976,mid-low
20,KANSAS,KS,Chase,20017,"Chase County, Kansas",773.0541437,mid-low
20,KANSAS,KS,Clark,20025,"Clark County, Kansas",974.6373987,mid-low
20,KANSAS,KS,Clay,20027,"Clay County, Kansas",645.2977603,low
20,KANSAS,KS,Cloud,20029,"Cloud County, Kansas",715.341465,mid-low
